Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Malaysian Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-01-16 11:42:00,2025-01-16 15:23:35,3.693264524181208,1 Stop,Boeing 787,Economy,Online Website,35850.569485508815,9377.585422826323,45228.15490833514,Regular,7
Air Astra,CGP,"Shah Amanat International Airport, Chittagong",BZL,Barisal Airport,2026-01-05 01:44:00,2026-01-05 02:15:12,0.5202440633438103,Direct,Airbus A320,Economy,Direct Booking,2939.437764936081,200.0,3139.437764936081,Winter Holidays,10
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-11-09 04:15:00,2025-11-09 04:45:00,0.5,Direct,Airbus A320,First Class,Travel Agency,13285.806317747132,200.0,13485.806317747132,Regular,25
IndiGo,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-07-25 13:24:00,2025-07-25 16:19:19,2.922035767090916,Direct,Boeing 787,Economy,Online Website,15440.56808184011,8316.085212276017,23756.653294116128,Regular,61
US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",SIN,Singapore Changi Airport,2025-05-07 22:19:00,2025-05-08 01:19:12,3.003495536330008,Direct,Boeing 737,Economy,Online Website,23653.35334674137,9548.003002011206,33201.356348752575,Regular,40
Air India,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-06-04 13:03:00,2025-06-04 14:05:20,1.0390418878840073,Direct,Airbus A320,Business,Direct Booking,13806.179089137435,200.0,14006.179089137435,Hajj,8
Thai Airways,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-10-27 19:09:00,2025-10-27 23:11:45,4.046001660558449,Direct,Boeing 737,Business,Travel Agency,62166.1428081531,13324.921421222964,75491.06422937606,Regular,20
US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-12-16 07:55:00,2025-12-16 20:41:13,12.770469895548022,1 Stop,Boeing 777,Business,Travel Agency,66256.3401244679,15938.451018670185,82194.79114313808,Winter Holidays,63
Vistara,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-07-23 10:43:00,2025-07-24 01:41:23,14.97315450680912,1 Stop,Boeing 777,First Class,Travel Agency,279849.3704700019,47977.40557050028,327826.7760405022,Regular,19
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-06-10 00:59:00,2025-06-10 04:48:41,3.828284102155426,Direct,Boeing 787,Business,Direct Booking,42553.947992874215,10383.092198931132,52937.04019180535,Regular,67
Air Arabia,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-09-10 22:41:00,2025-09-11 00:55:21,2.239266117440682,Direct,Boeing 787,Economy,Direct Booking,47423.17011350781,9113.47551702617,56536.64563053398,Regular,21
Lufthansa,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2026-01-01 21:19:00,2026-01-02 10:17:41,12.978124486483548,1 Stop,Airbus A350,Economy,Travel Agency,52789.041360862946,13918.356204129443,66707.3975649924,Winter Holidays,40
Saudia,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2025-03-06 07:15:00,2025-03-06 11:12:54,3.9650201890908314,1 Stop,Boeing 787,Business,Direct Booking,50122.39231835717,11518.358847753574,61640.75116611074,Regular,12
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-11-10 14:34:00,2025-11-10 21:50:52,7.281230417661463,1 Stop,Airbus A350,Business,Online Website,96336.5809015854,18450.48713523781,114787.06803682321,Regular,71
Lufthansa,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-08-28 09:01:00,2025-08-28 10:06:03,1.0844088307650743,Direct,Airbus A320,Business,Direct Booking,8015.069809765651,200.0,8215.069809765651,Regular,18
Lufthansa,CXB,Cox's Bazar Airport,JSR,Jessore Airport,2025-08-01 17:35:00,2025-08-01 18:37:42,1.0450813795911222,Direct,Airbus A320,First Class,Online Website,11321.043305380466,200.0,11521.043305380466,Regular,88
Singapore Airlines,SPD,Saidpur Airport,BZL,Barisal Airport,2025-07-10 09:19:00,2025-07-10 10:28:13,1.1538748822380296,Direct,Airbus A320,Economy,Online Website,3422.679796676468,200.0,3622.679796676468,Regular,12
Kuwait Airways,JSR,Jessore Airport,YYZ,Toronto Pearson International Airport,2025-12-29 01:22:00,2025-12-29 16:07:59,14.766665581574305,2 Stops,Boeing 777,Business,Online Website,53895.50750898523,14084.326126347783,67979.83363533302,Winter Holidays,43
Turkish Airlines,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-06-14 02:37:00,2025-06-14 14:58:35,12.359888884489854,1 Stop,Airbus A350,Business,Online Website,127963.53371704876,25194.530057557313,153158.06377460607,Regular,7
AirAsia,JSR,Jessore Airport,CXB,Cox's Bazar Airport,2025-09-01 04:47:00,2025-09-01 05:55:37,1.143812243967353,Direct,Airbus A320,Economy,Online Website,3356.4244180736696,200.0,3556.4244180736696,Regular,77
NovoAir,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-04-18 01:32:00,2025-04-18 04:38:12,3.1035177791598016,1 Stop,Boeing 787,Economy,Travel Agency,22688.48167268846,9403.272250903268,32091.75392359173,Regular,82
Lufthansa,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2026-01-11 04:46:00,2026-01-11 05:44:07,0.9686733598808189,Direct,Airbus A320,Business,Direct Booking,8255.449930434681,200.0,8455.449930434681,Winter Holidays,86
SriLankan Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2025-10-10 21:41:00,2025-10-10 22:48:45,1.1291907297031833,Direct,Airbus A320,Economy,Online Website,2594.974596775436,200.0,2794.974596775436,Regular,77
Malaysian Airlines,BZL,Barisal Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-07-13 12:25:00,2025-07-13 12:55:00,0.5,Direct,Airbus A320,Business,Online Website,7637.604146611728,200.0,7837.604146611728,Regular,48
NovoAir,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-06-25 01:28:00,2025-06-25 02:58:46,1.5129322556934848,Direct,Airbus A320,Economy,Travel Agency,2074.88401221669,200.0,2274.88401221669,Regular,39
British Airways,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2026-01-28 14:58:00,2026-01-28 23:17:48,8.330035008863963,1 Stop,Boeing 777,First Class,Online Website,177697.3696698519,32654.605450477786,210351.9751203297,Winter Holidays,83
Gulf Air,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-09-20 07:15:00,2025-09-20 07:46:17,0.5214258785593556,Direct,Airbus A320,Economy,Direct Booking,3386.2437934750433,200.0,3586.2437934750433,Regular,73
Qatar Airways,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-06-23 02:47:00,2025-06-23 03:48:07,1.0187268289473108,Direct,Airbus A320,Economy,Travel Agency,2994.1485369873926,200.0,3194.1485369873926,Regular,30
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-11-14 05:58:00,2025-11-14 11:15:48,5.2967114382555565,1 Stop,Boeing 777,First Class,Online Website,246276.21989121666,40941.4329836825,287217.65287489915,Regular,10
IndiGo,SPD,Saidpur Airport,IST,Istanbul Airport,2025-08-22 05:47:00,2025-08-22 12:21:48,6.580025684989413,1 Stop,Airbus A350,Business,Online Website,147630.64032979327,26144.59604946899,173775.23637926226,Regular,14
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-09-02 16:34:00,2025-09-03 05:19:06,12.751790050641453,1 Stop,Boeing 777,Economy,Travel Agency,51356.99357494516,13703.549036241773,65060.54261118693,Regular,59
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",ZYL,"Osmani International Airport, Sylhet",2025-11-27 09:12:00,2025-11-27 10:14:05,1.0348248358310492,Direct,Airbus A320,Economy,Direct Booking,2398.6144308247463,200.0,2598.6144308247463,Regular,69
Singapore Airlines,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-12-06 08:37:00,2025-12-06 14:40:09,6.05268485451434,2 Stops,Boeing 777,Business,Online Website,144359.4068278353,25653.911024175297,170013.3178520106,Winter Holidays,22
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-07-19 21:11:00,2025-07-20 01:36:07,4.418690717394813,Direct,Boeing 787,Business,Travel Agency,131132.12897512293,23669.81934626844,154801.94832139136,Regular,31
Biman Bangladesh Airlines,JSR,Jessore Airport,DXB,Dubai International Airport,2025-11-13 13:38:00,2025-11-13 17:25:37,3.7936128466968464,1 Stop,Boeing 737,Economy,Direct Booking,60159.076705201755,13023.861505780264,87819.52585317842,Regular,4
Biman Bangladesh Airlines,SPD,Saidpur Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-09-26 00:45:00,2025-09-26 02:25:07,1.6686247020787195,Direct,Airbus A320,First Class,Online Website,13451.532360261639,200.0,13651.532360261639,Regular,54
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-04-17 04:14:00,2025-04-17 04:44:00,0.5,Direct,Airbus A320,Economy,Travel Agency,2398.929878217232,200.0,2598.929878217232,Regular,14
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",CGP,"Shah Amanat International Airport, Chittagong",2025-11-24 09:03:00,2025-11-24 10:21:30,1.308390891217276,Direct,Airbus A320,Business,Travel Agency,4061.09407340196,200.0,4261.0940734019605,Regular,79
Air Astra,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-11-21 10:22:00,2025-11-21 11:23:59,1.0332613380353848,Direct,Airbus A320,Business,Direct Booking,6316.505917797008,200.0,6516.505917797008,Regular,32
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-09-20 10:45:00,2025-09-20 11:34:25,0.8236718946651225,Direct,Airbus A320,Economy,Travel Agency,15477.915054759265,4321.687258213889,19799.602312973155,Regular,37
Turkish Airlines,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-06-20 19:38:00,2025-06-20 22:32:11,2.9032015656294385,1 Stop,Boeing 737,First Class,Online Website,32655.35364783526,6898.303047175289,39553.65669501055,Regular,65
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",BKK,"Suvarnabhumi Airport, Bangkok",2025-04-12 11:32:00,2025-04-12 14:28:28,2.9412720386778175,Direct,Boeing 787,Business,Direct Booking,97936.04507236434,20690.406760854654,118626.451833219,Regular,41
Air Astra,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-04-21 17:36:00,2025-04-21 21:58:25,4.373783084914921,Direct,Boeing 737,Business,Direct Booking,48680.6849270385,11302.102739055776,59982.78766609427,Regular,16
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-07-24 15:47:00,2025-07-24 16:23:52,0.6144763507514416,Direct,Airbus A320,First Class,Direct Booking,12316.78526425545,200.0,15020.14231710654,Regular,3
Emirates,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-06-08 14:49:00,2025-06-08 18:08:03,3.317605453958135,Direct,Boeing 737,Business,Direct Booking,140298.01484104953,27044.702226157428,167342.71706720695,Hajj,46
Lufthansa,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-12-19 19:45:00,2025-12-20 00:23:39,4.6442266684389315,1 Stop,Boeing 787,First Class,Direct Booking,237007.87689510413,39551.18153426562,276559.05842936976,Winter Holidays,60
Air Astra,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-11-01 03:02:00,2025-11-01 03:54:56,0.8822309298335684,Direct,Airbus A320,Business,Direct Booking,4019.4994799065676,200.0,4219.499479906568,Regular,70
Kuwait Airways,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-09-26 14:45:00,2025-09-26 19:01:46,4.279696393959875,Direct,Boeing 787,First Class,Travel Agency,169925.39085132175,29488.80862769826,199414.19947902,Regular,54
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-02-21 16:39:00,2025-02-22 07:20:04,14.68449941969065,1 Stop,Boeing 777,First Class,Online Website,102225.91689510136,21333.887534265203,123559.80442936656,Regular,23
Emirates,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-10-19 19:20:00,2025-10-20 09:15:15,13.921067921390236,1 Stop,Boeing 777,Business,Travel Agency,94246.13561692642,20136.920342538964,114383.05595946539,Regular,66
British Airways,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-03-13 18:38:00,2025-03-14 09:30:11,14.869849543317379,1 Stop,Airbus A350,Economy,Travel Agency,36603.849909267854,11490.577486390179,48094.42739565803,Regular,6
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-04-30 14:49:00,2025-04-30 15:56:06,1.118343558720184,Direct,Airbus A320,Economy,Travel Agency,13962.049041959071,4094.3073562938607,18056.35639825293,Regular,56
Emirates,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-08-31 22:45:00,2025-09-01 13:33:41,14.811572387559377,2 Stops,Boeing 777,First Class,Travel Agency,160579.72185337447,30086.958278006172,190666.68013138065,Regular,68
Air India,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-09-29 19:31:00,2025-09-29 23:00:50,3.4974598281051783,Direct,Boeing 737,First Class,Direct Booking,86618.75767175156,16992.813650762735,103611.5713225143,Regular,72
Vistara,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-03-22 18:18:00,2025-03-22 18:49:39,0.5275864988386674,Direct,Airbus A320,Business,Online Website,5845.218180123643,200.0,6045.218180123643,Regular,55
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2026-01-23 18:04:00,2026-01-23 19:50:21,1.7726497922590494,Direct,Airbus A320,Business,Direct Booking,10605.204253827857,200.0,10805.204253827857,Winter Holidays,46
Cathay Pacific,JSR,Jessore Airport,IST,Istanbul Airport,2025-11-15 22:25:00,2025-11-16 05:18:42,6.895236662857469,2 Stops,Airbus A350,Business,Direct Booking,102197.93193609804,19329.689790414704,121527.62172651275,Regular,37
Thai Airways,CGP,"Shah Amanat International Airport, Chittagong",KUL,Kuala Lumpur International Airport,2025-10-07 16:47:00,2025-10-07 19:19:54,2.5484220200796392,Direct,Boeing 787,Economy,Travel Agency,6095.391178919552,6914.308676837933,13009.699855757484,Regular,75
US-Bangla Airlines,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2026-02-09 01:05:00,2026-02-09 06:09:36,5.076889304144713,1 Stop,Boeing 777,Economy,Direct Booking,55045.65431882627,12256.848147823941,67302.50246665021,Winter Holidays,64
US-Bangla Airlines,JSR,Jessore Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-02-20 15:34:00,2025-02-20 21:17:45,5.729397855149589,1 Stop,Boeing 777,Economy,Direct Booking,59646.85046580142,12947.027569870213,72593.87803567163,Regular,32
Biman Bangladesh Airlines,JSR,Jessore Airport,IST,Istanbul Airport,2025-11-20 13:04:00,2025-11-20 19:24:26,6.340714504760867,1 Stop,Boeing 777,Business,Online Website,37416.47857244517,9612.471785866775,47028.95035831195,Regular,25
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-11-27 14:17:00,2025-11-27 18:02:14,3.7541626021910095,1 Stop,Boeing 787,Business,Direct Booking,46563.877739077914,10984.581660861688,69058.15127992752,Regular,3
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-07-01 21:28:00,2025-07-01 21:59:51,0.5309132645882229,Direct,Airbus A320,First Class,Travel Agency,8726.202816683877,200.0,8926.202816683877,Regular,89
NovoAir,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-04-26 21:46:00,2025-04-26 23:16:55,1.5154260276711915,Direct,Airbus A320,First Class,Travel Agency,14915.689502321291,200.0,15115.689502321291,Regular,18
Vistara,CXB,Cox's Bazar Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-07-02 22:02:00,2025-07-02 23:23:24,1.3568907825731802,Direct,Airbus A320,Business,Travel Agency,80046.94126269511,14007.041189404266,94053.98245209937,Regular,10
US-Bangla Airlines,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2026-02-18 06:15:00,2026-02-18 21:29:28,15.241337036311382,1 Stop,Boeing 777,Economy,Direct Booking,36011.66872436614,11401.750308654922,47413.41903302107,Winter Holidays,86
FlyDubai,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-11-09 12:16:00,2025-11-09 15:06:50,2.847351307737382,Direct,Boeing 787,First Class,Travel Agency,150974.45933890212,28646.168900835317,179620.62823973745,Regular,69
Emirates,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-11-01 08:15:00,2025-11-01 09:11:12,0.9368851923628666,Direct,Airbus A320,Business,Online Website,8289.735294266697,200.0,8489.735294266697,Regular,41
Turkish Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-11-23 05:47:00,2025-11-23 11:16:16,5.48801592088908,1 Stop,Boeing 777,Economy,Online Website,66684.47081620392,14002.670622430587,96824.5697263614,Regular,2
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",KUL,Kuala Lumpur International Airport,2025-08-22 23:29:00,2025-08-23 02:14:50,2.7640561208295202,Direct,Boeing 787,First Class,Travel Agency,227223.58017976512,40083.53702696477,267307.1172067299,Regular,15
AirAsia,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-12-07 08:04:00,2025-12-07 11:28:47,3.4132793041385208,1 Stop,Boeing 737,Economy,Travel Agency,59159.467758527775,14873.920163779167,74033.38792230694,Winter Holidays,74
Lufthansa,SPD,Saidpur Airport,BZL,Barisal Airport,2025-09-10 22:46:00,2025-09-11 00:02:48,1.2800531781925486,Direct,Airbus A320,First Class,Direct Booking,11358.27775952535,200.0,11558.27775952535,Regular,60
Air India,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-07-18 20:20:00,2025-07-18 22:01:07,1.6855261747927628,Direct,Airbus A320,First Class,Travel Agency,10857.876150085667,200.0,11057.876150085667,Regular,23
IndiGo,JSR,Jessore Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-12-18 01:04:00,2025-12-18 01:34:00,0.5,Direct,Airbus A320,Business,Direct Booking,57205.21272275313,10580.78190841297,67785.9946311661,Winter Holidays,35
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-10-25 05:19:00,2025-10-25 05:49:00,0.5,Direct,Airbus A320,First Class,Direct Booking,10951.640372434736,200.0,11151.640372434736,Regular,75
Turkish Airlines,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2026-03-05 12:09:00,2026-03-05 18:05:10,5.936316923717135,1 Stop,Boeing 777,Business,Online Website,115761.00508938823,21364.150763408234,137125.15585279645,Regular,67
